Method,Verified,AvgTime,UpperBound
CROWN,87,0.30475632183908047,128
α-CROWN,90,0.3078188888888889,128
β-CROWN,111,3.446797297297297,127
GCP-CROWN,116,9.751669827586209,127
BICCOS,117,8.51282905982906,128
Clip-and-Verify,118,6.845277966101695,128
